"-73,-37,-37"
"-73,-37,-41"
"-73,-39,-40"
"-73,-38,-40"
"-73,-40,-43"
"-70,-39,-38"
"-74,-40,-43"
"-74,-39,-41"
"-75,-40,-42"
"-75,-40,-42"
"-75,-39,-42"
"-75,-42,-44"
"-74,-40,-43"
"-75,-40,-42"
"-76,-40,-42"
"-75,-41,-42"
"-76,-42,-44"
"-76,-41,-42"
"-75,-40,-42"
"-77,-42,-42"
"-75,-40,-42"
"-78,-43,-44"
"-76,-40,-43"
"-76,-42,-44"
"-77,-41,-42"
"-77,-42,-45"
"-77,-40,-42"
"-78,-41,-44"
"-79,-42,-43"
"-78,-42,-44"
"-78,-44,-44"
"-78,-42,-41"
"-79,-44,-44"
"-77,-42,-44"
"-78,-42,-44"
"-79,-43,-43"
"-76,-42,-44"
"-79,-44,-44"
"-78,-42,-43"
"-78,-44,-44"
"-80,-42,-43"
"-76,-43,-44"
"-82,-44,-45"
"-80,-43,-44"
"-81,-44,-46"
"-79,-43,-43"
"-79,-43,-45"
"-81,-43,-44"
"-79,-44,-44"
"-81,-44,-45"
"-80,-44,-44"
"-81,-46,-44"
"-80,-44,-44"
"-81,-45,-46"
"-80,-41,-44"
"-81,-45,-45"
"-82,-44,-45"
"-81,-44,-45"
"-83,-46,-47"
"-82,-42,-44"
"-81,-44,-45"
"-83,-45,-45"
"-80,-44,-45"
"-83,-44,-44"
"-81,-45,-45"
"-83,-47,-46"
"-81,-44,-45"
"-82,-46,-47"
"-82,-45,-44"
"-82,-44,-45"
"-83,-45,-45"
"-81,-46,-45"
"-83,-46,-47"
"-81,-46,-45"
"-81,-48,-47"
"-83,-43,-45"
"-83,-45,-43"
"-84,-46,-46"
"-82,-46,-46"
"-84,-48,-47"
"-83,-45,-46"
"-82,-46,-46"
"-84,-45,-46"
"-83,-45,-46"
"-85,-47,-47"
"-84,-47,-46"
"-82,-47,-46"
"-85,-46,-47"
"-82,-46,-46"
"-85,-47,-47"
"-84,-46,-46"
"-85,-47,-47"
"-85,-46,-46"
"-83,-46,-46"
"-80,-48,-46"
"-85,-46,-45"
"-84,-47,-48"
"-86,-46,-45"
"-84,-47,-46"
"-85,-48,-48"
"-82,-47,-47"
"-85,-47,-48"
"-86,-48,-47"
"-85,-47,-46"
"-85,-49,-48"
"-85,-46,-46"
"-84,-47,-46"
"-86,-47,-46"
"-85,-49,-47"
"-82,-47,-46"
"-84,-47,-48"
"-87,-48,-47"
"-85,-48,-46"
"-84,-48,-46"
"-85,-48,-47"
"-85,-48,-47"
"-87,-47,-47"
"-84,-47,-48"
"-88,-47,-46"
"-85,-48,-47"
"-88,-49,-46"
"-85,-47,-45"
"-85,-48,-48"
"-88,-49,-47"
"-84,-48,-47"
"-90,-51,-46"
"-86,-48,-46"
"-86,-50,-49"
"-86,-48,-46"
"-87,-49,-48"
"-86,-48,-46"
"-85,-48,-48"
"-89,-49,-48"
"-87,-48,-47"
"-86,-49,-48"
"-84,-49,-48"
"-87,-48,-47"
"-89,-50,-48"
"-87,-48,-47"
"-88,-49,-48"
"-88,-49,-47"
"-86,-49,-47"
"-88,-50,-49"
"-87,-49,-47"
"-87,-49,-49"
"-89,-48,-47"
"-87,-49,-47"
"-89,-50,-47"
"-88,-49,-48"
"-87,-49,-50"
"-89,-50,-48"
"-88,-49,-48"
"-90,-50,-48"
"-88,-49,-48"
"-89,-51,-49"
"-87,-50,-48"
"-88,-50,-50"
"-89,-50,-48"
"-88,-49,-48"
"-89,-51,-49"
"-88,-50,-48"
"-89,-50,-50"
"-88,-49,-48"
"-88,-49,-47"
"-89,-51,-49"
"-88,-49,-47"
"-87,-50,-49"
"-91,-50,-49"
"-89,-50,-48"
"-90,-51,-50"
"-89,-50,-48"
"-89,-50,-49"
"-90,-51,-49"
"-89,-50,-49"
"-89,-51,-49"
"-90,-51,-48"
"-89,-51,-49"
"-90,-50,-48"
"-89,-50,-48"
"-87,-48,-48"
"-89,-50,-49"
"-90,-52,-51"
"-89,-49,-48"
"-88,-49,-50"
"-91,-51,-49"
"-89,-50,-49"
"-90,-52,-49"
"-88,-51,-48"
"-90,-52,-51"
"-90,-50,-49"
"-89,-50,-49"
"-90,-49,-49"
"-89,-51,-49"
"-91,-52,-50"
"-90,-51,-49"
"-90,-52,-51"
"-90,-51,-49"
"-90,-51,-49"
"-91,-49,-47"
"-90,-50,-49"
"-91,-52,-51"
"-90,-50,-49"
"-90,-50,-50"
"-91,-51,-49"
"-89,-52,-49"
"-90,-50,-49"
"-91,-51,-51"
"-93,-52,-49"
"-91,-51,-49"
"-91,-52,-51"
"-88,-51,-49"
"-91,-52,-50"
"-91,-51,-49"
"-91,-51,-50"
"-93,-52,-49"
"-91,-51,-49"
"-92,-53,-50"
"-91,-52,-49"
"-91,-51,-49"
"-92,-53,-51"
"-93,-53,-50"
"-91,-51,-48"
"-91,-52,-50"
"-92,-52,-49"
"-92,-52,-50"
"-93,-54,-52"
"-92,-51,-50"
"-92,-52,-51"
"-94,-53,-50"
"-91,-52,-50"
"-91,-54,-51"
"-91,-52,-50"
"-92,-53,-52"
"-94,-52,-49"
"-92,-52,-51"
"-94,-52,-50"
"-92,-52,-50"
"-93,-51,-49"
"-92,-52,-50"
"-94,-54,-52"
"-92,-53,-50"
"-91,-52,-51"
"-94,-50,-48"
"-92,-52,-50"
"-92,-53,-51"
"-94,-52,-50"
"-91,-52,-51"
"-94,-52,-50"
"-92,-52,-49"
"-91,-54,-51"
"-93,-52,-50"
"-91,-52,-50"
"-94,-54,-51"
"-93,-53,-50"
"-93,-53,-50"
"-94,-53,-50"
"-92,-52,-49"
"-93,-55,-51"
"-94,-53,-50"
"-91,-53,-50"
"-94,-55,-52"
"-94,-53,-50"
"-93,-53,-50"
"-95,-54,-51"
"-92,-53,-51"
"-93,-53,-51"
"-93,-53,-51"
"-93,-53,-50"
"-94,-54,-52"
"-94,-53,-50"
"-92,-54,-51"
"-93,-52,-49"
"-93,-53,-50"
"-95,-54,-51"
"-93,-52,-49"
"-94,-55,-51"
"-93,-52,-50"
"-93,-54,-53"
"-94,-52,-50"
"-94,-53,-50"
"-96,-53,-50"
"-93,-53,-51"
"-95,-54,-51"
"-94,-53,-50"
"-95,-53,-50"
"-94,-53,-49"
"-94,-54,-52"
"-95,-53,-50"
"-93,-53,-49"
"-95,-54,-51"
"-94,-52,-51"
"-95,-55,-51"
"-93,-52,-50"
"-93,-54,-51"
"-96,-54,-51"
"-94,-53,-50"
"-95,-54,-50"
"-93,-53,-51"
"-94,-55,-53"
"-95,-54,-51"
"-95,-54,-52"
"-97,-54,-51"
"-93,-54,-51"
"-95,-55,-52"
"-94,-54,-51"
"-95,-55,-53"
"-95,-54,-51"
"-95,-54,-52"
"-97,-55,-51"
"-94,-54,-52"
"-97,-54,-52"
"-95,-54,-50"
"-95,-55,-52"
"-95,-54,-51"
"-95,-53,-52"
"-96,-53,-51"
"-95,-54,-51"
"-96,-55,-51"
"-94,-54,-51"
"-93,-54,-51"
"-97,-54,-51"
"-95,-54,-51"
"-96,-56,-52"
"-95,-54,-50"
"-96,-56,-53"
"-95,-55,-51"
"-93,-54,-52"
"-96,-55,-51"
"-96,-54,-51"
"-97,-56,-52"
"-95,-54,-51"
"-95,-54,-52"
"-97,-54,-51"
"-95,-55,-51"
"-97,-57,-52"
"-96,-54,-51"
"-96,-56,-53"
"-95,-54,-52"
"-96,-56,-51"
"-97,-54,-51"
"-94,-54,-50"
"-97,-56,-52"
"-96,-55,-51"
"-96,-55,-53"
"-96,-54,-51"
"-96,-54,-52"
"-97,-55,-52"
"-96,-55,-51"
"-98,-55,-51"
"-96,-54,-52"
"-95,-57,-51"
"-96,-53,-51"
"-96,-56,-53"
"-96,-56,-53"
"-97,-55,-52"
"-97,-57,-53"
"-96,-54,-51"
"-96,-53,-53"
"-96,-55,-51"
"-96,-54,-52"
"-99,-56,-50"
"-95,-55,-52"
"-97,-57,-52"
"-97,-55,-53"
"-98,-56,-53"
"-97,-55,-52"
"-97,-56,-53"
"-99,-56,-53"
"-97,-55,-53"
"-98,-57,-54"
"-97,-56,-52"
"-97,-55,-53"
"-98,-54,-51"
"-93,-56,-52"
"-98,-57,-53"
"-97,-56,-52"
"-97,-56,-53"
"-97,-56,-52"
"-97,-55,-52"
"-98,-56,-53"
"-96,-56,-52"
"-98,-57,-54"
"-97,-56,-52"
"-97,-55,-52"
"-99,-54,-52"
"-97,-52,-50"
"-98,-56,-53"
"-97,-55,-52"
"-97,-56,-54"
"-98,-56,-53"
"-98,-56,-52"
"-98,-57,-54"
"-97,-53,-52"
"-95,-55,-53"
"-97,-57,-52"
"-97,-56,-52"
"-97,-55,-53"
"-99,-56,-50"
"-96,-55,-52"
"-99,-57,-53"
"-98,-56,-52"
"-98,-57,-54"
"-97,-55,-52"
"-97,-55,-53"
"-99,-57,-52"
"-96,-56,-52"
"-99,-57,-54"
"-98,-57,-52"
"-98,-56,-54"
"-100,-57,-53"
"-98,-55,-52"
"-97,-57,-53"
"-98,-56,-52"
"-98,-56,-53"
"-99,-58,-52"
"-97,-54,-52"
"-96,-58,-53"
"-97,-56,-52"
"-98,-55,-54"
"-98,-57,-53"
"-98,-56,-52"
"-100,-58,-54"
"-98,-56,-53"
"-99,-57,-50"
"-98,-56,-52"
"-98,-56,-52"
"-98,-58,-52"
"-94,-56,-52"
"-98,-57,-54"
"-98,-56,-52"
"-97,-56,-52"
"-97,-56,-53"
"-99,-56,-53"
"-100,-58,-53"
"-98,-56,-53"
"-99,-58,-54"
"-98,-57,-52"
"-97,-56,-52"
"-98,-55,-51"
"-98,-56,-53"
"-100,-58,-53"
"-99,-57,-53"
"-97,-56,-55"
"-100,-57,-53"
"-99,-57,-53"
"-98,-58,-54"
"-99,-57,-52"
"-98,-57,-53"
"-101,-57,-53"
"-99,-57,-53"
"-96,-58,-54"
"-99,-57,-52"
"-98,-56,-53"
"-101,-57,-53"
"-99,-57,-53"
"-100,-57,-55"
"-99,-56,-53"
"-96,-57,-54"
"-99,-57,-53"
"-99,-57,-53"
"-101,-58,-54"
"-100,-57,-52"
"-100,-58,-53"
"-97,-57,-52"
"-99,-57,-54"
"-98,-57,-53"
"-100,-57,-53"
"-101,-58,-54"
"-100,-57,-54"
"-100,-58,-55"
"-101,-58,-54"
"-98,-57,-53"
"-100,-58,-55"
"-100,-55,-53"
"-99,-58,-54"
"-101,-58,-53"
"-100,-57,-53"
"-100,-57,-52"
"-99,-57,-53"
"-100,-58,-54"
"-100,-58,-53"
"-99,-57,-53"
"-100,-58,-54"
"-98,-57,-53"
"-99,-57,-51"
"-100,-58,-53"
"-100,-57,-53"
"-101,-59,-54"
"-99,-57,-53"
"-100,-58,-54"
"-100,-58,-53"
"-99,-57,-54"
"-102,-59,-53"
"-100,-58,-53"
"-100,-58,-55"
"-100,-56,-53"
"-97,-58,-55"
"-101,-58,-53"
"-99,-57,-53"
"-101,-59,-55"
"-100,-58,-53"
"-100,-58,-55"
"-102,-58,-54"
"-101,-57,-53"
"-101,-59,-54"
"-101,-58,-53"
"-100,-58,-56"
"-100,-58,-54"
"-100,-58,-54"
"-102,-58,-53"
"-100,-57,-53"
"-101,-59,-55"
"-100,-57,-53"
"-100,-58,-55"
"-102,-57,-51"
"-99,-58,-54"
"-101,-59,-55"
"-101,-58,-53"
"-101,-58,-54"
"-102,-59,-54"
"-98,-58,-54"
"-100,-59,-54"
"-98,-57,-53"
"-100,-58,-54"
"-103,-59,-54"
"-101,-58,-53"
"-101,-59,-53"
"-101,-58,-53"
"-101,-58,-54"
"-102,-60,-54"
"-101,-58,-54"
"-102,-58,-54"
"-103,-60,-54"
"-102,-58,-52"
"-101,-56,-52"
"-98,-58,-54"
"-103,-60,-54"
"-101,-58,-54"
"-101,-59,-56"
"-102,-58,-54"
"-99,-58,-54"
"-103,-59,-53"
"-101,-56,-54"
"-102,-60,-55"
"-101,-58,-54"
"-101,-59,-56"
"-100,-59,-54"
"-100,-58,-54"
"-103,-60,-55"
"-102,-58,-54"
"-101,-60,-55"
"-102,-59,-54"
"-101,-58,-54"
"-102,-59,-55"
"-101,-58,-54"
"-102,-60,-55"
"-101,-58,-53"
"-102,-58,-56"
"-102,-57,-53"
"-102,-58,-54"
"-103,-59,-54"
"-102,-59,-54"
"-104,-60,-55"
"-101,-59,-54"
"-102,-60,-56"
"-103,-58,-54"
"-102,-58,-54"
"-103,-60,-55"
"-102,-59,-54"
"-102,-59,-55"
"-105,-58,-52"
"-102,-59,-54"
"-102,-60,-55"
"-101,-59,-52"
"-102,-59,-55"
"-103,-60,-56"
"-102,-59,-54"
"-102,-59,-55"
"-103,-59,-55"
"-102,-58,-54"
"-103,-59,-56"
"-101,-59,-54"
"-102,-57,-54"
"-103,-61,-54"
"-102,-58,-55"
"-102,-59,-55"
"-103,-60,-53"
"-102,-59,-53"
"-103,-59,-56"
"-101,-59,-51"
"-102,-58,-55"
"-103,-59,-53"
"-103,-55,-53"
"-103,-60,-55"
"-102,-59,-54"
"-102,-59,-53"
"-103,-60,-55"
"-103,-60,-54"
"-102,-60,-56"
"-104,-59,-55"
"-102,-59,-55"
"-102,-60,-55"
"-102,-59,-55"
"-102,-59,-54"
"-102,-60,-55"
"-103,-59,-54"
"-103,-59,-54"
"-104,-61,-56"
"-103,-59,-54"
"-102,-60,-55"
"-105,-61,-55"
"-103,-60,-54"
"-103,-58,-56"
"-104,-60,-55"
"-103,-59,-54"
"-103,-61,-56"
"-102,-58,-54"
"-103,-59,-54"
"-104,-60,-55"
"-103,-59,-54"
"-103,-59,-55"
"-105,-60,-54"
"-102,-59,-55"
"-104,-61,-56"
"-102,-60,-55"
"-103,-59,-55"
"-105,-62,-56"
"-103,-59,-54"
"-102,-60,-55"
"-104,-60,-55"
"-103,-59,-55"
"-103,-58,-55"
"-104,-60,-55"
"-103,-60,-55"
"-104,-61,-56"
"-103,-60,-55"
"-101,-60,-55"
"-105,-61,-55"
"-103,-60,-54"
"-104,-59,-56"
"-105,-60,-54"
"-103,-59,-56"
"-105,-61,-55"
"-103,-60,-55"
"-103,-60,-56"
"-104,-59,-55"
"-103,-59,-54"
"-105,-61,-55"
"-103,-60,-55"
"-103,-59,-55"
"-105,-61,-55"
"-100,-58,-55"
"-104,-61,-56"
"-104,-60,-55"
"-103,-59,-55"
"-104,-62,-56"
"-104,-60,-55"
"-103,-60,-55"
"-104,-61,-56"
"-104,-60,-54"
"-104,-60,-55"
"-104,-60,-55"
"-103,-59,-55"
"-102,-61,-55"
"-102,-59,-53"
"-103,-60,-57"
"-103,-59,-52"
"-102,-60,-56"
"-105,-60,-52"
"-103,-60,-56"
"-105,-60,-55"
"-103,-60,-54"
"-104,-61,-55"
"-103,-59,-54"
"-104,-61,-57"
"-104,-59,-55"
"-100,-61,-56"
"-105,-60,-54"
"-103,-60,-56"
"-105,-60,-55"
"-104,-59,-55"
"-105,-61,-56"
"-103,-60,-55"
"-104,-60,-54"
"-104,-60,-56"
"-102,-58,-53"
"-104,-62,-56"
"-103,-60,-54"
"-104,-62,-56"
"-104,-59,-54"
"-104,-60,-57"
"-105,-61,-55"
"-104,-60,-55"
"-104,-62,-56"
"-104,-60,-55"
"-104,-61,-57"
"-104,-60,-55"
"-104,-60,-52"
"-102,-60,-52"
"-104,-59,-54"
"-105,-62,-55"
"-104,-59,-55"
"-106,-62,-55"
"-104,-60,-55"
"-103,-60,-55"
"-105,-60,-55"
"-103,-60,-56"
"-106,-61,-56"
"-102,-60,-55"
"-104,-61,-57"
"-104,-61,-54"
"-103,-60,-55"
"-106,-60,-55"
"-104,-60,-55"
"-105,-61,-57"
"-105,-61,-54"
"-105,-59,-54"
"-105,-61,-56"
"-105,-60,-55"
"-105,-62,-57"
"-105,-60,-55"
"-104,-61,-57"
"-104,-58,-52"
"-104,-59,-54"
"-105,-62,-55"
"-104,-60,-55"
"-106,-61,-56"
"-104,-60,-55"
"-105,-60,-56"
"-107,-61,-54"
"-105,-61,-55"
"-106,-62,-56"
"-104,-58,-55"
"-106,-60,-56"
"-104,-60,-55"
"-104,-61,-57"
"-106,-61,-55"
"-104,-60,-56"
"-105,-62,-55"
"-104,-60,-55"
"-105,-60,-56"
"-106,-61,-55"
"-105,-61,-55"
"-106,-63,-57"
"-105,-61,-55"
"-104,-60,-55"
"-107,-61,-52"
"-103,-61,-55"
"-105,-61,-57"
"-106,-61,-56"
"-105,-61,-56"
"-106,-61,-55"
"-105,-61,-56"
"-106,-62,-56"
"-106,-60,-55"
"-105,-62,-57"
"-105,-60,-55"
"-104,-61,-55"
"-106,-61,-55"
"-105,-60,-55"
"-106,-61,-56"
"-105,-61,-55"
"-104,-60,-56"
"-107,-60,-55"
"-105,-60,-54"
"-105,-62,-57"
"-106,-61,-55"
"-105,-61,-57"
"-106,-61,-55"
"-106,-61,-56"
"-105,-61,-57"
"-106,-59,-54"
"-105,-61,-56"
"-107,-63,-56"
"-104,-61,-55"
"-105,-61,-57"
"-107,-61,-55"
"-106,-61,-55"
"-103,-61,-57"
"-105,-60,-55"
"-106,-61,-55"
"-107,-63,-57"
"-105,-60,-55"
