"-5,2,2"
"-4,2,1"
"-6,1,2"
"-5,2,2"
"-5,1,2"
"-4,2,2"
"-6,1,3"
"-3,3,3"
"-4,0,1"
"-4,2,2"
"-6,1,1"
"-4,3,4"
"-3,0,2"
"-4,2,2"
"-4,2,1"
"-5,2,2"
"-3,2,1"
"-5,2,2"
"-4,2,2"
"-5,1,1"
"-3,4,3"
"-6,1,2"
"-1,2,2"
"-4,2,0"
"-4,3,3"
"-4,2,1"
"-5,1,2"
"-3,2,2"
"-5,1,1"
"-4,2,2"
"-2,1,1"
"-4,2,3"
"-2,3,3"
"-6,1,1"
"-3,3,3"
"-5,0,1"
"-4,2,2"
"-4,1,1"
"-4,2,2"
"-4,3,4"
"-5,1,3"
"-4,2,4"
"-6,0,1"
"-3,2,2"
"-4,2,1"
"-6,2,2"
"-3,2,1"
"-10,-2,-6"
"-10,0,-6"
"-12,-3,-11"
"-17,-3,-7"
"-15,-6,-10"
"-18,-9,-10"
"-17,-8,-8"
"-18,-9,-10"
"-17,-8,-9"
"-17,-9,-10"
"-19,-8,-10"
"-18,-9,-10"
"-20,-11,-9"
"-18,-9,-9"
"-18,-10,-11"
"-19,-10,-10"
"-19,-9,-9"
"-21,-12,-10"
"-18,-10,-10"
"-21,-11,-12"
"-19,-10,-10"
"-19,-10,-12"
"-21,-11,-11"
"-20,-10,-10"
"-19,-12,-11"
"-19,-10,-10"
"-19,-11,-12"
"-20,-11,-10"
"-20,-11,-12"
"-22,-12,-11"
"-21,-9,-10"
"-22,-11,-11"
"-21,-10,-9"
"-20,-11,-11"
"-22,-11,-11"
"-21,-11,-11"
"-22,-13,-12"
"-22,-11,-11"
"-21,-12,-12"
"-21,-12,-8"
"-19,-10,-10"
"-21,-12,-10"
"-21,-11,-11"
"-21,-12,-13"
"-17,-11,-11"
"-21,-13,-13"
"-20,-10,-11"
"-21,-11,-10"
"-23,-12,-11"
"-21,-12,-12"
"-23,-12,-11"
"-22,-12,-11"
"-23,-14,-13"
"-22,-9,-11"
"-21,-11,-12"
"-23,-12,-11"
"-22,-12,-10"
"-23,-14,-11"
"-21,-11,-11"
"-22,-12,-13"
"-21,-13,-11"
"-21,-12,-12"
"-22,-12,-12"
"-22,-12,-11"
"-23,-14,-13"
"-19,-9,-11"
"-21,-13,-13"
"-23,-12,-11"
"-22,-14,-13"
"-23,-12,-11"
"-23,-12,-13"
"-23,-12,-12"
"-23,-13,-12"
"-24,-14,-13"
"-23,-12,-11"
"-22,-14,-13"
"-24,-9,-12"
"-23,-13,-13"
"-23,-13,-12"
"-23,-12,-11"
"-24,-14,-12"
"-24,-13,-11"
"-23,-13,-13"
"-23,-13,-12"
"-22,-13,-11"
"-24,-15,-12"
"-23,-13,-12"
"-25,-14,-13"
"-24,-12,-12"
"-22,-13,-13"
"-20,-11,-12"
"-23,-13,-13"
"-25,-13,-12"
"-23,-12,-12"
"-24,-15,-12"
"-23,-13,-12"
"-24,-15,-14"
"-24,-13,-12"
"-23,-13,-13"
"-25,-15,-12"
"-23,-12,-12"
"-24,-13,-14"
"-24,-13,-12"
"-22,-14,-12"
"-23,-13,-12"
"-24,-13,-14"
"-25,-13,-11"
"-23,-13,-12"
"-25,-15,-14"
"-24,-13,-12"
"-24,-15,-14"
"-23,-13,-12"
"-24,-13,-12"
"-25,-13,-12"
"-23,-13,-11"
"-25,-15,-10"
"-23,-12,-10"
"-25,-14,-12"
"-24,-14,-12"
"-23,-14,-14"
"-25,-14,-12"
"-24,-13,-12"
"-26,-15,-12"
"-24,-13,-11"
"-26,-15,-14"
"-21,-13,-12"
"-25,-14,-13"
"-24,-13,-12"
"-24,-16,-14"
"-22,-12,-11"
"-23,-13,-13"
"-25,-13,-9"
"-23,-14,-13"
"-25,-14,-11"
"-24,-13,-12"
"-25,-15,-14"
"-24,-13,-12"
"-24,-15,-14"
"-24,-13,-10"
"-25,-15,-13"
"-24,-14,-12"
"-25,-15,-14"
"-25,-14,-12"
"-25,-15,-14"
"-24,-14,-12"
"-25,-14,-13"
"-25,-14,-11"
"-24,-14,-12"
"-25,-15,-15"
"-25,-14,-13"
"-25,-15,-14"
"-26,-13,-12"
"-25,-15,-13"
